chain,category_clean,item_name,serve_size,serve_size_unit,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,dietary_fiber_g,sugars_g,protein_g,calories_kcal_norm,total_fat_norm,saturated_fat_norm,trans_fat_norm,cholesterol_norm,sodium_norm,carbohydrates_norm,dietary_fiber_norm,sugars_norm,protein_norm
subway,sandwich,Chicken & Bacon Ranch Melt,284.0,g,540,26.0,10.0,,100.0,1100.0,41.0,3.0,5.0,36.0,190.14,9.15,3.52,,35.21,387.32,14.44,1.06,1.76,12.68
subway,sandwich,Chicken Mango Curry,234.0,g,330,7.0,,0.0,50.0,840.0,43.0,3.0,8.0,24.0,141.03,2.99,,0.0,21.37,358.97,18.38,1.28,3.42,10.26
subway,sandwich,Chicken Tikka,205.0,g,290,5.0,1.0,0.0,50.0,720.0,39.0,2.0,5.0,23.0,141.46,2.44,0.49,0.0,24.39,351.22,19.02,0.98,2.44,11.22
subway,sandwich,Chicken Vindaloo,234.0,g,340,9.0,1.0,0.0,50.0,880.0,42.0,3.0,6.0,24.0,145.3,3.85,0.43,0.0,21.37,376.07,17.95,1.28,2.56,10.26
subway,sandwich,Classic Tuna,223.0,g,450,25.0,,0.0,40.0,610.0,38.0,2.0,5.0,19.0,201.79,11.21,,0.0,17.94,273.54,17.04,0.9,2.24,8.52
subway,sandwich,Cold Cut Combo,213.0,g,330,12.0,,0.0,45.0,1060.0,40.0,2.0,5.0,16.0,154.93,5.63,,0.0,21.13,497.65,18.78,0.94,2.35,7.51
subway,sandwich,Genoa Salami,208.0,g,430,23.0,8.0,0.0,60.0,1180.0,40.0,2.0,5.0,18.0,206.73,11.06,3.85,0.0,28.85,567.31,19.23,0.96,2.4,8.65
subway,sandwich,Italian B.M.T.®,213.0,g,380,17.0,6.0,0.0,50.0,1100.0,40.0,2.0,5.0,19.0,178.4,7.98,2.82,0.0,23.47,516.43,18.78,0.94,2.35,8.92
subway,sandwich,Meatball Marinara,205.0,g,430,18.0,7.0,0.0,40.0,1040.0,48.0,4.0,8.0,20.0,209.76,8.78,3.41,0.0,19.51,507.32,23.41,1.95,3.9,9.76
subway,sandwich,New Ham & Jack Slider,62.0,g,150,,2.0,0.0,20.0,470.0,18.0,1.0,1.0,8.0,241.94,,3.23,0.0,32.26,758.06,29.03,1.61,1.61,12.9
subway,sandwich,New Italian Spice Slider,64.0,g,230,14.0,5.0,0.0,30.0,690.0,18.0,1.0,1.0,8.0,359.38,21.88,7.81,0.0,46.88,1078.12,28.12,1.56,1.56,12.5
subway,sandwich,New Little Cheesesteak Slider,64.0,g,180,7.0,2.0,0.0,15.0,430.0,19.0,1.0,2.0,7.0,281.25,10.94,3.12,0.0,23.44,671.88,29.69,1.56,3.12,10.94
subway,sandwich,New Little Turkey Slider,71.0,g,200,10.0,,0.0,25.0,450.0,17.0,1.0,1.0,8.0,281.69,14.08,,0.0,35.21,633.8,23.94,1.41,1.41,11.27
subway,sandwich,New Southwest Chicken Club,293.0,g,580,29.0,9.0,0.0,95.0,1230.0,43.0,4.0,6.0,34.0,197.95,9.9,3.07,0.0,32.42,419.8,14.68,1.37,2.05,11.6
subway,sandwich,New Steak Club,225.0,g,490,26.0,7.0,0.0,65.0,1290.0,40.0,2.0,6.0,26.0,217.78,11.56,3.11,0.0,28.89,573.33,17.78,0.89,2.67,11.56
subway,sandwich,NEW Ultimate Steak,216.0,g,600,35.0,14.0,1.0,80.0,1330.0,42.0,3.0,5.0,31.0,277.78,16.2,6.48,0.46,37.04,615.74,19.44,1.39,2.31,14.35
subway,sandwich,Oven Roasted Chicken ,233.0,g,270,,,0.0,45.0,560.0,40.0,5.0,6.0,23.0,115.88,,,0.0,19.31,240.34,17.17,2.15,2.58,9.87
subway,sandwich,Paneer Tikka,262.0,g,570,30.0,16.0,,70.0,720.0,48.0,3.0,7.0,29.0,217.56,11.45,6.11,,26.72,274.81,18.32,1.15,2.67,11.07
subway,sandwich,Roast Beef,233.0,g,290,,,0.0,45.0,660.0,40.0,5.0,6.0,25.0,124.46,,,0.0,19.31,283.26,17.17,2.15,2.58,10.73
subway,sandwich,Rotisserie-Style Chicken,248.0,g,310,6.0,,0.0,55.0,560.0,40.0,5.0,6.0,29.0,125.0,2.42,,0.0,22.18,225.81,16.13,2.02,2.42,11.69
subway,sandwich,Spicy Italian,208.0,g,450,24.0,9.0,0.0,60.0,1240.0,40.0,3.0,5.0,18.0,216.35,11.54,4.33,0.0,28.85,596.15,19.23,1.44,2.4,8.65
subway,sandwich,Steak & Cheese,161.0,g,340,10.0,,0.0,50.0,1050.0,39.0,2.0,5.0,23.0,211.18,6.21,,0.0,31.06,652.17,24.22,1.24,3.11,14.29
subway,sandwich,Subway Club®,240.0,g,290,4.0,1.0,0.0,40.0,780.0,41.0,5.0,6.0,24.0,120.83,1.67,0.42,0.0,16.67,325.0,17.08,2.08,2.5,10.0
subway,sandwich,Sweet Onion Chicken Teriyaki,266.0,g,330,4.0,1.0,0.0,50.0,750.0,52.0,5.0,14.0,25.0,124.06,1.5,0.38,0.0,18.8,281.95,19.55,1.88,5.26,9.4
subway,sandwich,Turkey & Bacon Guacamole,511.0,g,800,30.0,7.0,0.0,85.0,2070.0,85.0,8.0,12.0,45.0,156.56,5.87,1.37,0.0,16.63,405.09,16.63,1.57,2.35,8.81
subway,sandwich,Turkey Breast,219.0,g,250,3.0,,0.0,25.0,650.0,40.0,5.0,6.0,18.0,114.16,1.37,,0.0,11.42,296.8,18.26,2.28,2.74,8.22
subway,sandwich,Ultimate Meatball Marinara,271.0,g,730,46.0,19.0,1.0,80.0,1530.0,52.0,6.0,9.0,30.0,269.37,16.97,7.01,0.37,29.52,564.58,19.19,2.21,3.32,11.07
subway,sandwich,Ultimate Spicy Italian,190.0,g,730,52.0,21.0,1.0,105.0,1720.0,40.0,3.0,3.0,28.0,384.21,27.37,11.05,0.53,55.26,905.26,21.05,1.58,1.58,14.74
subway,sandwich,Veggie Delite®,163.0,g,200,2.0,0.0,0.0,0.0,280.0,39.0,5.0,5.0,9.0,122.7,1.23,0.0,0.0,0.0,171.78,23.93,3.07,3.07,5.52
subway,salad,Steak Club Salad,610.0,g,480,26.0,11.0,,115.0,1970.0,23.0,6.0,12.0,42.0,78.69,4.26,1.8,,18.85,322.95,3.77,0.98,1.97,6.89
subway,breakfast,"Bacon, Egg & Cheese",198.0,g,450,20.0,7.0,0.0,190.0,1190.0,45.0,4.0,4.0,25.0,227.27,10.1,3.54,0.0,95.96,601.01,22.73,2.02,2.02,12.63
subway,breakfast,"Black Forest Ham, Egg & Cheese",212.0,g,410,16.0,5.0,0.0,185.0,1180.0,45.0,4.0,4.0,24.0,193.4,7.55,2.36,0.0,87.26,556.6,21.23,1.89,1.89,11.32
subway,breakfast,Egg & Cheese,183.0,g,380,15.0,,0.0,170.0,940.0,44.0,4.0,3.0,19.0,207.65,8.2,,0.0,92.9,513.66,24.04,2.19,1.64,10.38
subway,breakfast,"Steak, Egg & Cheese",226.0,g,450,18.0,6.0,0.0,195.0,1260.0,46.0,4.0,4.0,28.0,199.12,7.96,2.65,0.0,86.28,557.52,20.35,1.77,1.77,12.39
subway,dessert,Bacon,15.0,g,70,6.0,2.0,0.0,15.0,250.0,1.0,0.0,1.0,5.0,466.67,40.0,13.33,0.0,100.0,1666.67,6.67,0.0,6.67,33.33
subway,dessert,Caramel Apple Cookie,51.0,g,210,6.0,3.0,0.0,10.0,65.0,37.0,0.0,26.0,2.0,411.76,11.76,5.88,0.0,19.61,127.45,72.55,0.0,50.98,3.92
subway,dessert,Chocolate Chip Cookie,45.0,g,210,10.0,5.0,0.0,10.0,120.0,29.0,1.0,18.0,2.0,466.67,22.22,11.11,0.0,22.22,266.67,64.44,2.22,40.0,4.44
subway,dessert,Chocolate Chip with M&M’s ,45.0,g,210,10.0,5.0,0.0,15.0,100.0,30.0,1.0,18.0,2.0,466.67,22.22,11.11,0.0,33.33,222.22,66.67,2.22,40.0,4.44
subway,dessert,Chocolate Chunk Cookie,45.0,g,210,10.0,5.0,0.0,10.0,100.0,30.0,1.0,17.0,2.0,466.67,22.22,11.11,0.0,22.22,222.22,66.67,2.22,37.78,4.44
subway,dessert,Dark Chocolate Cherry Cookie,47.0,g,200,8.0,4.0,0.0,0.0,100.0,33.0,1.0,24.0,2.0,425.53,17.02,8.51,0.0,0.0,212.77,70.21,2.13,51.06,4.26
subway,dessert,Double Chocolate,45.0,g,210,9.0,5.0,0.0,15.0,130.0,30.0,1.0,20.0,2.0,466.67,20.0,11.11,0.0,33.33,288.89,66.67,2.22,44.44,4.44
subway,dessert,Oatmeal Raisin Cookie,90.0,g,400,16.0,7.0,0.0,30.0,260.0,60.0,2.0,32.0,6.0,444.44,17.78,7.78,0.0,33.33,288.89,66.67,2.22,35.56,6.67
subway,dessert,Pepperoni,18.0,g,80,7.0,,0.0,20.0,300.0,1.0,0.0,0.0,3.0,444.44,38.89,,0.0,111.11,1666.67,5.56,0.0,0.0,16.67
subway,dessert,Raspberry Cheesecake Cookie,45.0,g,200,9.0,,0.0,15.0,120.0,29.0,0.0,16.0,2.0,444.44,20.0,,0.0,33.33,266.67,64.44,0.0,35.56,4.44
subway,dessert,Raspberry Lemonade Cookie,47.0,g,230,11.0,6.0,0.0,10.0,100.0,31.0,0.0,20.0,2.0,489.36,23.4,12.77,0.0,21.28,212.77,65.96,0.0,42.55,4.26
subway,dessert,Sugar Cookie,90.0,g,460,24.0,12.0,0.0,30.0,260.0,56.0,2.0,28.0,4.0,511.11,26.67,13.33,0.0,33.33,288.89,62.22,2.22,31.11,4.44
subway,dessert,White Chip Macadamia Nut Cookie,45.0,g,220,11.0,5.0,0.0,15.0,130.0,28.0,1.0,17.0,2.0,488.89,24.44,11.11,0.0,33.33,288.89,62.22,2.22,37.78,4.44
subway,wrap,Black Forest Ham,307.0,g,450,12.0,5.0,0.0,55.0,1680.0,58.0,4.0,5.0,29.0,146.58,3.91,1.63,0.0,17.92,547.23,18.89,1.3,1.63,9.45
subway,wrap,Chicken & Bacon Ranch Melt,773.0,g,1590,78.0,30.0,,335.0,3930.0,112.0,7.0,7.0,118.0,205.69,10.09,3.88,,43.34,508.41,14.49,0.91,0.91,15.27
subway,wrap,Chipotle Southwest Steak & Cheese,381.0,g,740,35.0,12.0,1.0,95.0,2170.0,63.0,6.0,7.0,41.0,194.23,9.19,3.15,0.26,24.93,569.55,16.54,1.57,1.84,10.76
subway,wrap,Cold Cut Combo,314.0,g,560,27.0,10.0,,90.0,2230.0,57.0,3.0,4.0,27.0,178.34,8.6,3.18,,28.66,710.19,18.15,0.96,1.27,8.6
subway,wrap,Cripsy Cauliflower Ranch Signature Wrap,375.0,g,820,35.0,8.0,0.0,5.0,2440.0,114.0,7.0,4.0,15.0,218.67,9.33,2.13,0.0,1.33,650.67,30.4,1.87,1.07,4.0
subway,wrap,Italian B.M.T. ®,314.0,g,680,37.0,14.0,0.0,105.0,2310.0,58.0,4.0,4.0,32.0,216.56,11.78,4.46,0.0,33.44,735.67,18.47,1.27,1.27,10.19
subway,wrap,Meatball Marinara,381.0,g,790,39.0,16.0,0.0,75.0,2160.0,77.0,8.0,12.0,34.0,207.35,10.24,4.2,0.0,19.69,566.93,20.21,2.1,3.15,8.92
subway,wrap,NEW Cauliflower Fritter Curry Signature Wrap,361.0,g,790,31.0,7.0,0.0,5.0,2540.0,114.0,7.0,5.0,15.0,218.84,8.59,1.94,0.0,1.39,703.6,31.58,1.94,1.39,4.16
subway,wrap,Oven Roasted Chicken,336.0,g,460,11.0,4.0,0.0,85.0,1350.0,54.0,3.0,5.0,38.0,136.9,3.27,1.19,0.0,25.3,401.79,16.07,0.89,1.49,11.31
subway,wrap,Roast Beef,335.0,g,490,13.0,5.0,0.0,90.0,1560.0,54.0,4.0,5.0,42.0,146.27,3.88,1.49,0.0,26.87,465.67,16.12,1.19,1.49,12.54
subway,wrap,Rotisserie-Style Chicken,364.0,g,550,16.0,7.0,0.0,115.0,1350.0,53.0,3.0,4.0,49.0,151.1,4.4,1.92,0.0,31.59,370.88,14.56,0.82,1.1,13.46
subway,wrap,Savory Rotisserie-Style Chicken Caesar,358.0,g,680,30.0,12.0,0.0,135.0,1600.0,52.0,3.0,3.0,53.0,189.94,8.38,3.35,0.0,37.71,446.93,14.53,0.84,0.84,14.8
subway,wrap,Spicy Italian,312.0,g,820,52.0,20.0,1.0,125.0,2580.0,57.0,4.0,3.0,31.0,262.82,16.67,6.41,0.32,40.06,826.92,18.27,1.28,0.96,9.94
subway,wrap,Subway Club®,349.0,g,490,12.0,5.0,0.0,85.0,1790.0,55.0,4.0,5.0,40.0,140.4,3.44,1.43,0.0,24.36,512.89,15.76,1.15,1.43,11.46
subway,wrap,Sweet Onion Chicken Teriyaki,382.0,g,540,12.0,,0.0,100.0,1620.0,70.0,4.0,13.0,42.0,141.36,3.14,,0.0,26.18,424.08,18.32,1.05,3.4,10.99
subway,wrap,Tuna,335.0,g,820,54.0,11.0,,75.0,1330.0,53.0,3.0,3.0,33.0,244.78,16.12,3.28,,22.39,397.01,15.82,0.9,0.9,9.85
subway,wrap,Turkey Breast,307.0,g,430,10.0,4.0,0.0,50.0,1550.0,54.0,3.0,4.0,28.0,140.07,3.26,1.3,0.0,16.29,504.89,17.59,0.98,1.3,9.12
subway,wrap,"Turkey, Bacon & Guacamole",372.0,g,760,39.0,12.0,0.0,100.0,2350.0,59.0,5.0,5.0,42.0,204.3,10.48,3.23,0.0,26.88,631.72,15.86,1.34,1.34,11.29
subway,wrap,Veggie Delite®,285.0,g,330,8.0,,0.0,0.0,800.0,56.0,4.0,5.0,10.0,115.79,2.81,,0.0,0.0,280.7,19.65,1.4,1.75,3.51
subway,bread,Roasted Garlic,75.0,g,210,,0.0,0.0,0.0,1230.0,41.0,2.0,4.0,7.0,280.0,,0.0,0.0,0.0,1640.0,54.67,2.67,5.33,9.33
subway,bread,9-Grain Honey Oat,75.0,g,190,2.0,0.0,0.0,0.0,270.0,39.0,4.0,5.0,8.0,253.33,2.67,0.0,0.0,0.0,360.0,52.0,5.33,6.67,10.67
subway,bread,9-Grain Wheat,71.0,g,180,2.0,0.0,0.0,0.0,270.0,36.0,4.0,3.0,8.0,253.52,2.82,0.0,0.0,0.0,380.28,50.7,5.63,4.23,11.27
subway,bread,Artisan Flatbread,87.0,g,220,4.0,,0.0,0.0,330.0,41.0,4.0,3.0,8.0,252.87,4.6,,0.0,0.0,379.31,47.13,4.6,3.45,9.2
subway,bread,Hearty Italian**,75.0,g,210,,,0.0,0.0,340.0,40.0,2.0,3.0,7.0,280.0,,,0.0,0.0,453.33,53.33,2.67,4.0,9.33
subway,bread,Italian,65.0,g,180,2.0,0.0,0.0,0.0,310.0,34.0,1.0,3.0,6.0,276.92,3.08,0.0,0.0,0.0,476.92,52.31,1.54,4.62,9.23
subway,bread,Italian Herbs & Cheese,76.0,g,220,,2.0,0.0,10.0,500.0,37.0,2.0,3.0,9.0,289.47,,2.63,0.0,13.16,657.89,48.68,2.63,3.95,11.84
subway,bread,Jalapeño Cheese,79.0,g,220,5.0,2.0,0.0,10.0,660.0,37.0,2.0,3.0,9.0,278.48,6.33,2.53,0.0,12.66,835.44,46.84,2.53,3.8,11.39
subway,bread,Mini 9-Grain Wheat,47.0,g,120,1.0,0.0,0.0,0.0,180.0,24.0,3.0,2.0,5.0,255.32,2.13,0.0,0.0,0.0,382.98,51.06,6.38,4.26,10.64
subway,bread,Mini Italian,47.0,g,130,,0.0,0.0,0.0,230.0,25.0,1.0,2.0,5.0,276.6,,0.0,0.0,0.0,489.36,53.19,2.13,4.26,10.64
subway,bread,Monterey Cheddar**,75.0,g,220,5.0,,0.0,10.0,370.0,34.0,1.0,3.0,9.0,293.33,6.67,,0.0,13.33,493.33,45.33,1.33,4.0,12.0
subway,bread,Parmesan Oregano**,68.0,g,190,,0.0,0.0,0.0,460.0,37.0,2.0,3.0,7.0,279.41,,0.0,0.0,0.0,676.47,54.41,2.94,4.41,10.29
subway,bread,Rosemary & Sea Salt,75.0,g,220,3.0,,0.0,0.0,490.0,40.0,2.0,3.0,7.0,293.33,4.0,,0.0,0.0,653.33,53.33,2.67,4.0,9.33
subway,bread,Spinach Wrap,102.0,g,290,8.0,,0.0,0.0,780.0,48.0,2.0,1.0,8.0,284.31,7.84,,0.0,0.0,764.71,47.06,1.96,0.98,7.84
subway,bread,Tomato Basil Wrap,102.0,g,290,8.0,,0.0,0.0,730.0,49.0,2.0,1.0,8.0,284.31,7.84,,0.0,0.0,715.69,48.04,1.96,0.98,7.84
subway,extra,American - cheese,11.0,g,40,,2.0,0.0,10.0,200.0,1.0,0.0,0.0,2.0,363.64,,18.18,0.0,90.91,1818.18,9.09,0.0,0.0,18.18
subway,extra,Cheddar - cheese,14.0,g,60,,,0.0,15.0,90.0,0.0,0.0,0.0,4.0,428.57,,,0.0,107.14,642.86,0.0,0.0,0.0,28.57
subway,extra,Monterey Cheddar - cheese,14.0,g,50,,3.0,0.0,15.0,90.0,0.0,0.0,0.0,3.0,357.14,,21.43,0.0,107.14,642.86,0.0,0.0,0.0,21.43
subway,extra,Pepperjack - cheese,11.0,g,50,4.0,,0.0,15.0,140.0,0.0,0.0,0.0,2.0,454.55,36.36,,0.0,136.36,1272.73,0.0,0.0,0.0,18.18
subway,extra,Provolone - cheese,14.0,g,50,4.0,2.0,0.0,10.0,125.0,0.0,0.0,0.0,4.0,357.14,28.57,14.29,0.0,71.43,892.86,0.0,0.0,0.0,28.57
subway,extra,Shredded Mozzarella - cheese,14.0,g,40,3.0,2.0,0.0,10.0,100.0,0.0,0.0,0.0,3.0,285.71,21.43,14.29,0.0,71.43,714.29,0.0,0.0,0.0,21.43
subway,extra,Swiss - cheese,14.0,g,50,,,0.0,15.0,30.0,0.0,0.0,0.0,4.0,357.14,,,0.0,107.14,214.29,0.0,0.0,0.0,28.57
subway,extra,Pepperoni,18.0,g,80,7.0,,0.0,20.0,290.0,1.0,0.0,0.0,3.0,444.44,38.89,,0.0,111.11,1611.11,5.56,0.0,0.0,16.67
subway,sauce,Chipotle Southwest,14.0,g,80,7.0,1.0,0.0,5.0,110.0,1.0,0.0,1.0,0.0,571.43,50.0,7.14,0.0,35.71,785.71,7.14,0.0,7.14,0.0
subway,sauce,Honey Mustard**,14.0,g,20,0.0,0.0,0.0,0.0,80.0,4.0,0.0,4.0,0.0,142.86,0.0,0.0,0.0,0.0,571.43,28.57,0.0,28.57,0.0
subway,sauce,Light Mayonnaise,15.0,g,50,5.0,1.0,0.0,5.0,100.0,1.0,0.0,0.0,0.0,333.33,33.33,6.67,0.0,33.33,666.67,6.67,0.0,0.0,0.0
subway,sauce,Oil,5.0,g,45,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subway,sauce,Ranch,14.0,g,70,8.0,,0.0,5.0,140.0,1.0,0.0,0.0,0.0,500.0,57.14,,0.0,35.71,1000.0,7.14,0.0,0.0,0.0
subway,sauce,Red Wine Vinegar,4.0,g,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subway,sauce,Regular Mayonnaise,14.0,g,100,11.0,2.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,714.29,78.57,14.29,0.0,71.43,464.29,0.0,0.0,0.0,0.0
subway,sauce,Savory Caesar**,14.0,g,80,9.0,,0.0,5.0,130.0,0.0,0.0,0.0,0.0,571.43,64.29,,0.0,35.71,928.57,0.0,0.0,0.0,0.0
subway,sauce,Spicy Brown Mustard,14.0,g,15,1.0,0.0,0.0,0.0,260.0,1.0,0.0,0.0,0.0,107.14,7.14,0.0,0.0,0.0,1857.14,7.14,0.0,0.0,0.0
subway,sauce,Subway® Vinaigrette,14.0,g,35,,,0.0,0.0,110.0,1.0,0.0,1.0,0.0,250.0,,,0.0,0.0,785.71,7.14,0.0,7.14,0.0
subway,sauce,Sweet Onion Sauce,18.0,g,30,0.0,0.0,0.0,0.0,75.0,8.0,0.0,7.0,0.0,166.67,0.0,0.0,0.0,0.0,416.67,44.44,0.0,38.89,0.0
subway,sauce,Yellow Mustard,14.0,g,10,,0.0,0.0,0.0,170.0,1.0,0.0,0.0,0.0,71.43,,0.0,0.0,0.0,1214.29,7.14,0.0,0.0,0.0
subway,extra,Banana Peppers,4.0,g,0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,0.0,0.0,0.0,0.0
subway,extra,Black Olives,3.0,g,0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.33,0.0,0.0,0.0,0.0
subway,extra,Cucumbers,14.0,g,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0
subway,extra,Green Peppers,7.0,g,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subway,extra,Jalapenos,4.0,g,0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0
subway,extra,Lettuce,21.0,g,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0
subway,extra,Pickles,9.0,g,0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.78,0.0,0.0,0.0,0.0
subway,extra,Red Onions,7.0,g,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
subway,extra,Spinach,7.0,g,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0
subway,extra,Tomatoes,35.0,g,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.86,0.0
subway,extra,Guacamole,35.0,g,70,6.0,1.0,0.0,0.0,100.0,3.0,2.0,0.0,1.0,200.0,17.14,2.86,0.0,0.0,285.71,8.57,5.71,0.0,2.86
subway,extra,Shaved Steak,100.0,g,160,7.0,,0.0,55.0,760.0,5.0,0.0,3.0,20.0,160.0,7.0,,0.0,55.0,760.0,5.0,0.0,3.0,20.0
subway,extra,Parmesan Cheese,1.0,g,5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,100.0
subway,kids_menu,kids pak chicken,209.0,g,411,10.0,3.1,,,2.3,55.0,3.2,6.8,23.0,196.65,4.78,1.48,,,1.1,26.32,1.53,3.25,11.0
subway,kids_menu,kids pak turkey,180.0,g,409,15.0,2.8,,,1.9,52.0,3.5,4.5,15.0,227.22,8.33,1.56,,,1.06,28.89,1.94,2.5,8.33
subway,kids_menu,kids pak veggie,190.0,g,463,21.0,4.0,,,1.9,54.0,5.6,4.1,15.0,243.68,11.05,2.11,,,1.0,28.42,2.95,2.16,7.89
subway,kids_menu,kids pak tuna,184.0,g,463,20.0,3.7,,,2.3,54.0,3.4,4.3,16.0,251.63,10.87,2.01,,,1.25,29.35,1.85,2.34,8.7
burger_king,sides,WHOPPER® Sandwich,270.0,g,660,40.0,12.0,1.5,90.0,980.0,49.0,2.0,11.0,28.0,244.44,14.81,4.44,0.56,33.33,362.96,18.15,0.74,4.07,10.37
burger_king,sides,WHOPPER® Sandwich with Cheese,292.0,g,740,46.0,16.0,2.0,115.0,1340.0,50.0,2.0,11.0,32.0,253.42,15.75,5.48,0.68,39.38,458.9,17.12,0.68,3.77,10.96
burger_king,sides,Bacon & Cheese WHOPPER® Sandwich,303.0,g,790,51.0,17.0,2.0,125.0,1560.0,50.0,2.0,11.0,35.0,260.73,16.83,5.61,0.66,41.25,514.85,16.5,0.66,3.63,11.55
burger_king,sides,DOUBLE WHOPPER® Sandwich,354.0,g,900,58.0,20.0,3.0,175.0,1050.0,49.0,2.0,11.0,48.0,254.24,16.38,5.65,0.85,49.44,296.61,13.84,0.56,3.11,13.56
burger_king,sides,DOUBLE WHOPPER® Sandwich with Cheese,377.0,g,980,64.0,24.0,3.0,195.0,1410.0,50.0,2.0,11.0,52.0,259.95,16.98,6.37,0.8,51.72,374.01,13.26,0.53,2.92,13.79
burger_king,sides,TRIPLE WHOPPER® Sandwich,438.0,g,1130,75.0,28.0,4.0,255.0,1120.0,49.0,2.0,11.0,67.0,257.99,17.12,6.39,0.91,58.22,255.71,11.19,0.46,2.51,15.3
burger_king,sides,TRIPLE WHOPPER® Sandwich with Cheese,461.0,g,1220,82.0,32.0,4.5,280.0,1470.0,50.0,2.0,11.0,71.0,264.64,17.79,6.94,0.98,60.74,318.87,10.85,0.43,2.39,15.4
burger_king,sides,WHOPPER JR.®,134.0,g,310,18.0,5.0,0.5,40.0,390.0,27.0,1.0,7.0,13.0,231.34,13.43,3.73,0.37,29.85,291.04,20.15,0.75,5.22,9.7
burger_king,burger,BACON KING™ Sandwich,356.0,g,1150,79.0,31.0,3.5,240.0,2150.0,49.0,2.0,10.0,61.0,323.03,22.19,8.71,0.98,67.42,603.93,13.76,0.56,2.81,17.13
burger_king,burger,Cheddar BACON KING™ Sandwich,366.0,g,1190,84.0,33.0,3.5,235.0,1930.0,50.0,2.0,11.0,64.0,325.14,22.95,9.02,0.96,64.21,527.32,13.66,0.55,3.01,17.49
burger_king,burger,Single Quarter Pound KING™ Sandwich,231.0,g,580,29.0,13.0,1.5,105.0,1310.0,49.0,2.0,10.0,32.0,251.08,12.55,5.63,0.65,45.45,567.1,21.21,0.87,4.33,13.85
burger_king,burger,Double Quarter Pound KING™ Sandwich,338.0,g,900,54.0,25.0,3.0,210.0,1740.0,50.0,2.0,11.0,56.0,266.27,15.98,7.4,0.89,62.13,514.79,14.79,0.59,3.25,16.57
burger_king,burger,Single STACKER KING™,223.0,g,700,42.0,16.0,2.0,125.0,1360.0,48.0,1.0,10.0,35.0,313.9,18.83,7.17,0.9,56.05,609.87,21.52,0.45,4.48,15.7
burger_king,burger,Double STACKER KING™,334.0,g,1050,68.0,28.0,3.5,235.0,1870.0,49.0,1.0,11.0,61.0,314.37,20.36,8.38,1.05,70.36,559.88,14.67,0.3,3.29,18.26
burger_king,burger,IMPOSSIBLE™ WHOPPER® Sandwich**,285.0,g,630,34.0,11.0,0.0,10.0,1080.0,58.0,4.0,12.0,25.0,221.05,11.93,3.86,0.0,3.51,378.95,20.35,1.4,4.21,8.77
burger_king,burger,Hamburger,99.0,g,240,10.0,3.5,0.5,35.0,380.0,26.0,1.0,6.0,13.0,242.42,10.1,3.54,0.51,35.35,383.84,26.26,1.01,6.06,13.13
burger_king,burger,Cheeseburger,111.0,g,280,13.0,6.0,0.5,45.0,560.0,27.0,1.0,7.0,15.0,252.25,11.71,5.41,0.45,40.54,504.5,24.32,0.9,6.31,13.51
burger_king,burger,Double Hamburger,136.0,g,350,18.0,7.0,1.0,70.0,410.0,26.0,1.0,6.0,21.0,257.35,13.24,5.15,0.74,51.47,301.47,19.12,0.74,4.41,15.44
burger_king,burger,Double Cheeseburger,148.0,g,390,21.0,9.0,1.5,85.0,590.0,27.0,1.0,7.0,23.0,263.51,14.19,6.08,1.01,57.43,398.65,18.24,0.68,4.73,15.54
